GUID,GEOGID,GEOGDESC,T1_1AGE0M,T1_1AGE1M,T1_1AGE2M,T1_1AGE3M,T1_1AGE4M,T1_1AGE5M,T1_1AGE6M,T1_1AGE7M,T1_1AGE8M,T1_1AGE9M,T1_1AGE10M,T1_1AGE11M,T1_1AGE12M,T1_1AGE13M,T1_1AGE14M,T1_1AGE15M,T1_1AGE16M,T1_1AGE17M,T1_1AGE18M,T1_1AGE19M,T1_1AGE20_24M,T1_1AGE25_29M,T1_1AGE30_34M,T1_1AGE35_39M,T1_1AGE40_44M,T1_1AGE45_49M,T1_1AGE50_54M,T1_1AGE55_59M,T1_1AGE60_64M,T1_1AGE65_69M,T1_1AGE70_74M,T1_1AGE75_79M,T1_1AGE80_84M,T1_1AGEGE_85M,T1_1AGETM,T1_1AGE0F,T1_1AGE1F,T1_1AGE2F,T1_1AGE3F,T1_1AGE4F,T1_1AGE5F,T1_1AGE6F,T1_1AGE7F,T1_1AGE8F,T1_1AGE9F,T1_1AGE10F,T1_1AGE11F,T1_1AGE12F,T1_1AGE13F,T1_1AGE14F,T1_1AGE15F,T1_1AGE16F,T1_1AGE17F,T1_1AGE18F,T1_1AGE19F,T1_1AGE20_24F,T1_1AGE25_29F,T1_1AGE30_34F,T1_1AGE35_39F,T1_1AGE40_44F,T1_1AGE45_49F,T1_1AGE50_54F,T1_1AGE55_59F,T1_1AGE60_64F,T1_1AGE65_69F,T1_1AGE70_74F,T1_1AGE75_79F,T1_1AGE80_84F,T1_1AGEGE_85F,T1_1AGETF,T1_1AGE0T,T1_1AGE1T,T1_1AGE2T,T1_1AGE3T,T1_1AGE4T,T1_1AGE5T,T1_1AGE6T,T1_1AGE7T,T1_1AGE8T,T1_1AGE9T,T1_1AGE10T,T1_1AGE11T,T1_1AGE12T,T1_1AGE13T,T1_1AGE14T,T1_1AGE15T,T1_1AGE16T,T1_1AGE17T,T1_1AGE18T,T1_1AGE19T,T1_1AGE20_24T,T1_1AGE25_29T,T1_1AGE30_34T,T1_1AGE35_39T,T1_1AGE40_44T,T1_1AGE45_49T,T1_1AGE50_54T,T1_1AGE55_59T,T1_1AGE60_64T,T1_1AGE65_69T,T1_1AGE70_74T,T1_1AGE75_79T,T1_1AGE80_84T,T1_1AGEGE_85T,T1_1AGETT,T1_2SGLM,T1_2MARM,T1_2SEPM,T1_2DIVM,T1_2WIDM,T1_2TM,T1_2SGLF,T1_2MARF,T1_2SEPF,T1_2DIVF,T1_2WIDF,T1_2TF,T1_2SGLT,T1_2MART,T1_2SEPT,T1_2DIVT,T1_2WIDT,T1_2T,T2_1IEBP,T2_1UKBP,T2_1PLBP,T2_1LTBP,T2_1EUBP,T2_1RWBP,T2_1TBP,T2_1IEN,T2_1UKN,T2_1PLN,T2_1LTN,T2_1EUN,T2_1RWN,T2_1NSN,T2_1TN,T2_2WI,T2_2WIT,T2_2OW,T2_2BBI,T2_2AAI,T2_2OTH,T2_2NS,T2_2T,T2_3SA,T2_3EC,T2_3EI,T2_3OI,T2_3T,T2_4CA,T2_4OR,T2_4NR,T2_4NS,T2_4T,T2_5PL,T2_5FR,T2_5LT,T2_5OTH,T2_5T,T2_6VW,T2_6W,T2_6NW,T2_6NAA,T2_6NS,T2_6T,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2DIM,T3_2DIDOM,T3_2DIWOM,T3_2DILOOM,T3_2DINOM,T3_2DOESM,T3_2WOESM,T3_2LOOESM,T3_2NOESM,T3_2NSM,T3_2ALLM,T3_2DIF,T3_2DIDOF,T3_2DIWOF,T3_2DILOOF,T3_2DINOF,T3_2DOESF,T3_2WOESF,T3_2LOOESF,T3_2NOESF,T3_2NSF,T3_2ALLF,T3_2DIT,T3_2DIDOT,T3_2DIWOT,T3_2DILOOT,T3_2DINOT,T3_2DOEST,T3_2WOEST,T3_2LOOEST,T3_2NOEST,T3_2NST,T3_2ALLT,T4_1_2PF,T4_1_3PF,T4_1_4PF,T4_1_5PF,T4_1_GRE_6PF,T4_1_TF,T4_1_2PP,T4_1_3PP,T4_1_4PP,T4_1_5PP,T4_1_GRE_6PP,T4_1_TP,T4_1_2PC,T4_1_3PC,T4_1_4PC,T4_1_5PC,T4_1_GRE_6PC,T4_1_TC,T4_2_1CU15,T4_2_2CU15,T4_2_3CU15,T4_2_4CU15,T4_2_GE5CU15,T4_2_TCU15,T4_2_1CO15,T4_2_2CO15,T4_2_3CO15,T4_2_4CO15,T4_2_GE5CO15,T4_2_TCO15,T4_2_2CUO15,T4_2_3CUO15,T4_2_4CUO15,T4_2_GE5CUO15,T4_2_TCUO15,T4_2_NCT,T4_2_1CT,T4_2_2CT,T4_2_3CT,T4_2_4CT,T4_2_GE5CT,T4_2_TCT,T4_3FCCU15,T4_3FCCO15,T4_3FCCUO15,T4_3FCCT,T4_3FOPMCU15,T4_3FOPMCO15,T4_3FOPMCUO15,T4_3FOPMCT,T4_3FOPFCU15,T4_3FOPFCO15,T4_3FOPFCUO15,T4_3FOPFCT,T4_3CCCU15,T4_3CCCO15,T4_3CCCUO15,T4_3CCCT,T4_3COPMCU15,T4_3COPMCO15,T4_3COPMCUO15,T4_3COPMCT,T4_3COPFCU15,T4_3COPFCO15,T4_3COPFCUO15,T4_3COPFCT,T4_4AGE0_4F,T4_4AGE5_9F,T4_4AGE10_14F,T4_4AGE15_19F,T4_4AGE_GE20F,T4_4TF,T4_4AGE0_4P,T4_4AGE5_9P,T4_4AGE10_14P,T4_4AGE15_19P,T4_4AGE_GE20P,T4_4TP,T4_5PFF,T4_5ENF,T4_5RF,T4_5PSF,T4_5ESF,T4_5PAF,T4_5ADOF,T4_5ADUF,T4_5TF,T4_5PFP,T4_5ENP,T4_5RP,T4_5PSP,T4_5ESP,T4_5PAP,T4_5ADOP,T4_5ADUP,T4_5TP,T4_6_0C,T4_6_1C,T4_6_2C,T4_6_3C,T4_6_GE4C,T4_6T,T5_1OP_H,T5_1MC_H,T5_1CC_H,T5_1MCC_H,T5_1CCC_H,T5_1OPFC_H,T5_1OPMC_H,T5_1CO_H,T5_1CCO_H,T5_1OPFCO_H,T5_1OPMCO_H,T5_1GETFU_H,T5_1NHR_H,T5_1GENP_H,T5_1T_H,T5_1OP_P,T5_1MC_P,T5_1CC_P,T5_1MCC_P,T5_1CCC_P,T5_1OPFC_P,T5_1OPMC_P,T5_1CO_P,T5_1CCO_P,T5_1OPFCO_P,T5_1OPMCO_P,T5_1GETFU_P,T5_1NHR_P,T5_1GENP_P,T5_1T_P,T5_2_1PH,T5_2_2PH,T5_2_3PH,T5_2_4PH,T5_2_5PH,T5_2_6PH,T5_2_7PH,T5_2_GE8PH,T5_2_TH,T5_2_1PP,T5_2_2PP,T5_2_3PP,T5_2_4PP,T5_2_5PP,T5_2_6PP,T5_2_7PP,T5_2_GE8PP,T5_2_TP,T6_1_HB_H,T6_1_FA_H,T6_1_BS_H,T6_1_CM_H,T6_1_NS_H,T6_1_TH,T6_1_HB_P,T6_1_FA_P,T6_1_BS_P,T6_1_CM_P,T6_1_NS_P,T6_1_TP,T6_2_PRE19H,T6_2_19_45H,T6_2_46_60H,T6_2_61_70H,T6_2_71_80H,T6_2_81_90H,T6_2_91_00H,T6_2_01_10H,T6_2_11LH,T6_2_NSH,T6_2_TH,T6_2_PRE19P,T6_2_19_45P,T6_2_46_60P,T6_2_61_70P,T6_2_71_80P,T6_2_81_90P,T6_2_91_00P,T6_2_01_10P,T6_2_11LP,T6_2_NSP,T6_2_TP,T6_3_OMLH,T6_3_OOH,T6_3_RPLH,T6_3_RLAH,T6_3_RVCHBH,T6_3_OFRH,T6_3_NSH,T6_3_TH,T6_3_OMLP,T6_3_OOP,T6_3_RPLP,T6_3_RLAP,T6_3_RVCHBP,T6_3_OFRP,T6_3_NSP,T6_3_TP,T6_4_1RH,T6_4_2RH,T6_4_3RH,T6_4_4RH,T6_4_5RH,T6_4_6RH,T6_4_7RH,T6_4_GE8RH,T6_4_NSH,T6_4_TH,T6_4_1RP,T6_4_2RP,T6_4_3RP,T6_4_4RP,T6_4_5RP,T6_4_6RP,T6_4_7RP,T6_4_GE8RP,T6_4_NSP,T6_4_TP,T6_5_NCH,T6_5_OCH,T6_5_NGCH,T6_5_ECH,T6_5_CCH,T6_5_PCH,T6_5_LPGCH,T6_5_WCH,T6_5_OTH,T6_5_NS,T6_5_T,T6_6_PM,T6_6_GSLA,T6_6_GSP,T6_6_OP,T6_6_N,T6_6_NS,T6_6_T,T6_7_PS,T6_7_IST,T6_7_OIT,T6_7_OTH,T6_7_NSF,T6_7_NS,T6_7_T,T6_8_O,T6_8_TA,T6_8_UHH,T6_8_OVD,T6_8_T,T7_1_NE,T7_1_NP,T8_1_WM,T8_1_LFFJM,T8_1_ULGUPJM,T8_1_SM,T8_1_LAHFM,T8_1_RM,T8_1_UTWSDM,T8_1_OTHM,T8_1_TM,T8_1_WF,T8_1_LFFJF,T8_1_ULGUPJF,T8_1_SF,T8_1_LAHFF,T8_1_RF,T8_1_UTWSDF,T8_1_OTHF,T8_1_TF,T8_1_WT,T8_1_LFFJT,T8_1_ULGUPJT,T8_1_ST,T8_1_LAHFT,T8_1_RT,T8_1_UTWSDT,T8_1_OTHT,T8_1_TT,T9_1_PWM,T9_1_MTM,T9_1_NMM,T9_1_SM,T9_1_SSM,T9_1_USM,T9_1_OTHGEUM,T9_1_TM,T9_1_PWF,T9_1_MTF,T9_1_NMF,T9_1_SF,T9_1_SSF,T9_1_USF,T9_1_OTHGEUF,T9_1_TF,T9_1_PWT,T9_1_MTT,T9_1_NMT,T9_1_ST,T9_1_SST,T9_1_UST,T9_1_OTHGEUT,T9_1_TT,T9_2_HA,T9_2_HB,T9_2_HC,T9_2_HD,T9_2_HE,T9_2_HF,T9_2_HG,T9_2_HH,T9_2_HI,T9_2_HJ,T9_2_HZ,T9_2_HT,T9_2_PA,T9_2_PB,T9_2_PC,T9_2_PD,T9_2_PE,T9_2_PF,T9_2_PG,T9_2_PH,T9_2_PI,T9_2_PJ,T9_2_PZ,T9_2_PT,T10_1_LT15M,T10_1_15M,T10_1_16M,T10_1_17M,T10_1_18M,T10_1_19M,T10_1_20M,T10_1_GE21M,T10_1_NSM,T10_1_TM,T10_1_LT15F,T10_1_15F,T10_1_16F,T10_1_17F,T10_1_18F,T10_1_19F,T10_1_20F,T10_1_GE21F,T10_1_NSF,T10_1_TF,T10_1_LT15T,T10_1_15T,T10_1_16T,T10_1_17T,T10_1_18T,T10_1_19T,T10_1_20T,T10_1_GE21T,T10_1_NST,T10_1_TT,T10_2_SASM,T10_2_OTHM,T10_2_SASF,T10_2_OTHF,T10_2_SAST,T10_2_OTHT,T10_3_EDUM,T10_3_ARTM,T10_3_HUMM,T10_3_SOCM,T10_3_SCIM,T10_3_ENGM,T10_3_AGRM,T10_3_HEAM,T10_3_SERM,T10_3_OTHM,T10_3_NSM,T10_3_TM,T10_3_EDUF,T10_3_ARTF,T10_3_HUMF,T10_3_SOCF,T10_3_SCIF,T10_3_ENGF,T10_3_AGRF,T10_3_HEAF,T10_3_SERF,T10_3_OTHF,T10_3_NSF,T10_3_TF,T10_3_EDUT,T10_3_ARTT,T10_3_HUMT,T10_3_SOCT,T10_3_SCIT,T10_3_ENGT,T10_3_AGRT,T10_3_HEAT,T10_3_SERT,T10_3_OTHT,T10_3_NST,T10_3_TT,T10_4_NFM,T10_4_PM,T10_4_LSM,T10_4_USM,T10_4_TVM,T10_4_ACCAM,T10_4_HCM,T10_4_ODNDM,T10_4_HDPQM,T10_4_PDM,T10_4_DM,T10_4_NSM,T10_4_TM,T10_4_NFF,T10_4_PF,T10_4_LSF,T10_4_USF,T10_4_TVF,T10_4_ACCAF,T10_4_HCF,T10_4_ODNDF,T10_4_HDPQF,T10_4_PDF,T10_4_DF,T10_4_NSF,T10_4_TF,T10_4_NFT,T10_4_PT,T10_4_LST,T10_4_UST,T10_4_TVT,T10_4_ACCAT,T10_4_HCT,T10_4_ODNDT,T10_4_HDPQT,T10_4_PDT,T10_4_DT,T10_4_NST,T10_4_TT,T11_1_FW,T11_1_BIW,T11_1_BUW,T11_1_TDLW,T11_1_MW,T11_1_CDW,T11_1_CPW,T11_1_VW,T11_1_OTHW,T11_1_WMFHW,T11_1_NSW,T11_1_TW,T11_1_FS,T11_1_BIS,T11_1_BUS,T11_1_TDLS,T11_1_MS,T11_1_CDS,T11_1_CPS,T11_1_VS,T11_1_OTHS,T11_1_WMFHS,T11_1_NSS,T11_1_TS,T11_1_FT,T11_1_BIT,T11_1_BUT,T11_1_TDLT,T11_1_MT,T11_1_CDT,T11_1_CPT,T11_1_VT,T11_1_OTHT,T11_1_WMFHT,T11_1_NST,T11_1_TT,T11_2_T1,T11_2_T2,T11_2_T3,T11_2_T4,T11_2_T5,T11_2_T6,T11_2_T7,T11_2_T8,T11_2_NS,T11_2_T,T11_3_D1,T11_3_D2,T11_3_D3,T11_3_D4,T11_3_D5,T11_3_D6,T11_3_NS,T11_3_T,T12_1_M,T12_1_F,T12_1_T,T12_2_M,T12_2_F,T12_2_T,T12_3_VGM,T12_3_VGF,T12_3_VGT,T12_3_GM,T12_3_GF,T12_3_GT,T12_3_FM,T12_3_FF,T12_3_FT,T12_3_BM,T12_3_BF,T12_3_BT,T12_3_VBM,T12_3_VBF,T12_3_VBT,T12_3_NSM,T12_3_NSF,T12_3_NST,T12_3_TM,T12_3_TF,T12_3_TT,T13_1_MDSOM,T13_1_POM,T13_1_APTOM,T13_1_ASOM,T13_1_STOM,T13_1_CLOSOM,T13_1_SCSOM,T13_1_PPMOM,T13_1_EOM,T13_1_NSM,T13_1_TM,T13_1_MDSOF,T13_1_POF,T13_1_APTOF,T13_1_ASOF,T13_1_STOF,T13_1_CLOSOF,T13_1_SCSOF,T13_1_PPMOF,T13_1_EOF,T13_1_NSF,T13_1_TF,T13_1_MDSOT,T13_1_POT,T13_1_APTOT,T13_1_ASOT,T13_1_STOT,T13_1_CLOSOT,T13_1_SCSOT,T13_1_PPMOT,T13_1_EOT,T13_1_NST,T13_1_TT,T14_1_AFFM,T14_1_BCM,T14_1_MIM,T14_1_CTM,T14_1_TCM,T14_1_PAM,T14_1_PSM,T14_1_OTHM,T14_1_TM,T14_1_AFFF,T14_1_BCF,T14_1_MIF,T14_1_CTF,T14_1_TCF,T14_1_PAF,T14_1_PSF,T14_1_OTHF,T14_1_TF,T14_1_AFFT,T14_1_BCT,T14_1_MIT,T14_1_CTT,T14_1_TCT,T14_1_PAT,T14_1_PST,T14_1_OTHT,T14_1_TT,T15_1_NC,T15_1_1C,T15_1_2C,T15_1_3C,T15_1_GE4C,T15_1_NSC,T15_1_TC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T
4c07d11e-08f2-851d-e053-ca3ca8c0ca7f,SA2017_128005010,Small Area,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,2,2,6,5,10,5,4,2,3,3,1,0,1,2,1,2,0,57,2,0,0,1,3,1,0,0,0,0,0,1,1,0,1,1,1,1,8,19,20,12,3,5,3,9,3,2,5,1,2,2,1,0,108,3,0,0,2,3,1,0,0,1,2,0,1,1,0,2,2,2,3,10,25,25,22,8,9,5,12,6,3,5,2,4,3,3,0,165,42,12,0,1,2,57,84,12,3,2,7,108,126,24,3,3,9,165,128,12,3,2,1,14,160,135,6,3,1,2,11,2,160,85,47,6,0,12,2,8,160,118,15,15,9,157,127,20,11,7,165,5,0,2,15,22,10,4,1,1,6,22,68,88,6,162,6,0,0,0,0,0,3,5,5,0,19,29,1,0,0,0,1,4,8,5,1,49,35,1,0,0,0,1,7,13,10,1,68,14,8,4,2,2,30,28,24,16,10,15,93,4,12,10,6,12,44,4,2,1,0,0,7,4,2,3,0,1,10,2,0,0,1,3,10,8,6,4,0,2,30,3,4,2,9,4,5,1,10,0,1,0,1,3,9,9,21,8,12,2,22,0,1,0,1,7,1,2,4,6,20,21,9,7,18,18,73,8,1,1,5,1,1,4,9,30,16,2,2,14,3,4,15,37,93,43,3,4,4,8,62,14,3,5,8,0,0,9,2,1,0,0,1,2,25,70,14,6,10,35,0,0,29,7,5,0,0,5,6,78,195,14,17,21,11,5,1,0,1,70,14,34,63,44,25,6,0,9,195,7,47,0,14,2,70,22,115,0,47,11,195,0,0,0,0,0,1,13,24,0,18,56,0,0,0,0,0,4,38,48,0,58,148,4,6,25,7,6,2,6,56,8,7,69,24,16,5,19,148,0,2,11,10,19,5,1,0,8,56,0,3,19,32,52,15,3,0,24,148,0,0,31,18,0,0,0,0,0,7,56,46,2,0,0,0,8,56,47,0,0,0,0,9,56,59,34,0,12,105,0,0,19,0,13,11,0,6,2,0,51,22,2,17,43,7,3,4,0,98,41,2,30,54,7,9,6,0,149,4,8,10,1,6,0,28,57,7,9,12,1,1,1,77,108,11,17,22,2,7,1,105,165,3,8,4,8,0,2,0,0,0,0,45,70,5,19,6,26,0,2,0,0,0,0,137,195,1,2,1,1,5,1,0,5,19,35,2,0,2,1,5,1,0,8,26,45,3,2,3,2,10,2,0,13,45,80,11,5,43,10,54,15,0,0,0,3,1,4,1,1,2,0,23,35,3,2,1,5,2,0,0,3,2,0,27,45,3,2,1,8,3,4,1,4,4,0,50,80,9,9,1,4,0,1,2,2,4,2,0,1,35,9,8,5,4,2,1,3,2,2,6,1,2,45,18,17,6,8,2,2,5,4,6,8,1,3,80,4,2,0,0,0,27,5,0,0,1,2,41,44,0,0,0,0,4,7,0,0,0,3,58,48,2,0,0,0,31,12,0,0,1,5,99,3,3,3,4,22,42,5,10,6,98,52,31,1,3,1,1,9,98,6,8,14,2,3,5,40,65,105,11,26,37,3,9,12,3,1,4,0,1,1,0,6,6,57,108,165,2,4,3,1,2,0,2,1,3,14,32,1,8,3,2,0,1,4,0,0,20,39,3,12,6,3,2,1,6,1,3,34,71,0,1,2,6,2,1,4,3,19,0,0,1,9,1,0,7,4,22,0,1,3,15,3,1,11,7,41,13,17,15,2,0,9,56,31,17,8,56,43,4,2,7,56
4c07d11e-0829-851d-e053-ca3ca8c0ca7f,SA2017_127018044,Small Area,0,2,1,1,0,2,1,4,3,1,0,1,2,1,1,1,2,0,2,1,9,3,14,6,1,12,14,8,6,6,5,5,2,1,118,0,0,0,2,0,0,0,0,1,0,0,0,1,1,4,2,2,0,3,4,5,6,9,7,3,8,7,6,5,5,5,4,0,2,92,0,2,1,3,0,2,1,4,4,1,0,1,3,2,5,3,4,0,5,5,14,9,23,13,4,20,21,14,11,11,10,9,2,3,210,63,49,1,2,3,118,44,43,0,0,5,92,107,92,1,2,8,210,175,5,5,2,7,16,210,186,3,3,3,7,7,1,210,169,1,17,1,12,3,7,210,200,5,3,2,210,166,23,21,0,210,6,1,3,29,39,19,18,1,1,0,39,90,116,1,207,13,0,0,0,0,2,2,14,10,0,41,11,0,0,0,0,0,1,19,16,2,49,24,0,0,0,0,2,3,33,26,2,90,22,10,17,5,1,55,44,30,68,25,6,173,4,11,35,15,4,69,4,7,3,0,0,14,9,10,2,0,0,21,0,1,1,0,2,18,13,17,6,1,0,55,12,17,2,31,2,3,0,5,0,1,0,1,25,28,7,60,2,4,0,6,0,3,0,3,4,6,6,8,13,37,16,25,23,31,42,137,4,5,9,2,5,7,4,19,55,8,10,18,8,19,26,16,68,173,22,5,16,15,14,72,17,14,2,27,2,1,5,2,2,0,0,0,1,5,78,17,28,4,108,7,4,11,6,9,0,0,0,2,20,216,17,22,11,19,8,1,0,0,78,17,44,33,76,40,6,0,0,216,58,20,0,0,0,78,170,46,0,0,0,216,1,3,6,10,7,17,24,5,0,5,78,1,3,18,29,15,45,74,16,0,15,216,20,35,15,4,0,3,1,78,69,86,43,10,0,7,1,216,0,9,12,4,9,7,11,23,3,78,0,29,19,6,19,24,38,72,9,216,0,44,10,20,1,0,0,2,1,0,78,72,2,2,0,0,2,78,41,34,0,0,0,3,78,78,2,0,6,86,0,0,57,1,4,8,1,15,12,0,98,39,1,2,15,9,14,2,1,83,96,2,6,23,10,29,14,1,181,17,39,15,17,9,1,20,118,3,39,25,7,4,2,12,92,20,78,40,24,13,3,32,210,16,7,10,13,2,6,2,5,2,0,15,78,51,20,32,34,6,13,6,12,5,0,37,216,5,3,5,8,3,3,3,26,21,77,6,1,0,3,11,5,4,17,19,66,11,4,5,11,14,8,7,43,40,143,8,13,15,2,23,15,6,0,2,14,3,11,1,4,5,0,31,77,8,1,1,17,5,0,1,7,3,1,22,66,14,1,3,31,8,11,2,11,8,1,53,143,6,8,8,12,4,3,6,7,12,8,3,0,77,2,7,7,13,7,3,1,6,12,7,0,1,66,8,15,15,25,11,6,7,13,24,15,3,1,143,5,0,1,0,0,78,4,6,0,2,0,96,3,1,4,0,0,4,34,0,0,0,0,46,8,1,5,0,0,82,38,6,0,2,0,142,6,2,6,22,54,27,9,13,1,140,43,65,19,5,2,1,5,140,20,13,33,6,2,8,69,59,128,37,23,60,9,8,17,2,0,2,0,0,0,1,2,3,118,92,210,6,19,11,0,11,0,6,3,2,3,61,2,14,5,10,0,2,2,0,4,2,41,8,33,16,10,11,2,8,3,6,5,102,2,3,12,11,4,1,13,11,57,0,0,3,5,0,4,21,6,39,2,3,15,16,4,5,34,17,96,6,27,32,10,3,0,78,64,14,0,78,65,4,9,0,78
4c07d11e-086b-851d-e053-ca3ca8c0ca7f,SA2017_127018038,Small Area,5,3,4,2,1,3,5,1,4,2,2,7,2,5,1,3,1,2,1,0,4,8,15,20,22,16,4,7,6,2,3,2,1,1,165,1,5,2,2,3,5,4,2,3,5,3,4,1,3,1,3,3,1,3,1,9,13,15,20,28,11,2,10,6,5,2,3,2,0,181,6,8,6,4,4,8,9,3,7,7,5,11,3,8,2,6,4,3,4,1,13,21,30,40,50,27,6,17,12,7,5,5,3,1,346,85,73,3,3,1,165,98,70,4,5,4,181,183,143,7,8,5,346,283,11,22,0,0,28,344,311,2,23,0,0,8,0,344,281,0,37,7,12,4,3,344,318,8,7,5,338,275,33,32,6,346,27,5,0,34,66,44,10,10,2,0,66,165,159,2,326,23,1,0,0,0,1,6,27,18,0,76,39,0,0,0,0,1,3,27,19,0,89,62,1,0,0,0,2,9,54,37,0,165,35,22,24,11,2,94,70,66,96,55,13,300,6,26,48,34,9,123,14,17,7,0,0,38,10,4,0,0,0,14,7,3,2,1,13,29,24,28,10,2,1,94,33,9,12,54,5,4,1,10,0,1,0,1,62,11,32,105,7,6,4,17,0,1,0,1,19,21,11,6,8,65,78,79,44,19,22,242,15,8,6,10,17,11,15,12,94,30,16,12,35,63,42,63,39,300,44,19,34,16,11,124,21,15,7,49,5,1,10,3,0,0,0,2,1,9,123,21,30,14,197,16,2,27,12,0,0,0,8,3,29,359,21,29,29,30,12,1,1,0,123,21,58,87,120,60,6,7,0,359,123,0,0,0,0,123,359,0,0,0,0,359,1,2,1,1,8,5,29,75,0,1,123,2,6,3,3,19,13,73,238,0,2,359,68,20,29,4,0,0,2,123,197,48,96,11,0,0,7,359,0,0,4,10,23,28,31,22,5,123,0,0,11,26,70,75,96,64,17,359,0,15,105,2,0,0,0,0,0,1,123,118,4,0,0,0,1,123,95,22,3,0,0,3,123,123,2,0,4,129,0,0,97,1,3,8,0,7,2,0,118,92,1,8,12,12,11,1,0,137,189,2,11,20,12,18,3,0,255,28,72,24,14,12,3,12,165,22,72,42,10,11,4,20,181,50,144,66,24,23,7,32,346,23,17,30,23,4,7,2,3,2,0,12,123,65,50,73,72,13,24,9,9,3,0,41,359,0,3,3,3,10,7,1,43,29,99,1,1,2,5,10,7,8,54,28,116,1,4,5,8,20,14,9,97,57,215,8,11,12,9,20,20,3,2,1,16,10,25,2,5,6,0,29,99,19,1,1,28,4,5,0,16,6,0,36,116,22,3,2,44,14,30,2,21,12,0,65,215,0,3,6,12,11,9,7,14,14,16,2,5,99,0,1,9,24,9,4,10,7,24,23,1,4,116,0,4,15,36,20,13,17,21,38,39,3,9,215,8,2,6,2,0,151,5,3,0,3,7,187,0,0,13,0,0,3,66,0,0,0,1,83,8,2,19,2,0,154,71,3,0,3,8,270,10,14,20,48,87,52,8,15,13,267,100,87,45,7,7,6,15,267,16,16,32,4,6,10,120,127,247,35,36,71,6,13,19,2,1,3,0,0,0,2,4,6,165,181,346,16,23,17,5,10,1,7,9,5,7,100,6,34,11,13,1,11,6,1,6,11,100,22,57,28,18,11,12,13,10,11,18,200,0,3,29,24,12,3,15,11,97,0,1,11,12,11,3,42,12,92,0,4,40,36,23,6,57,23,189,4,47,56,9,6,1,123,103,19,1,123,104,6,12,1,123
